SEX,AGER,EDUR,DEM02A,DEM02B,DEM02C,DEM02D,DEM02E,DEM02F,DEM02G,vahy,vlna
2,3,2,2,3,2,3,3,3,3,.301474557397609,26
1,3,2,4,4,2,4,3,4,4,.758602425884417,26
1,3,2,3,3,1,2,2,3,3,.303001839521044,26
1,4,1,3,1,2,2,3,3,3,2.90777333219425,26
2,3,2,3,3,3,3,3,3,3,2.89311668774523,26
2,3,2,3,3,3,2,2,2,2,.301474557397609,26
2,3,2,4,2,1,2,3,2,3,.769231547124534,26
2,2,4,2,2,3,3,3,1,1,.777378120851117,26
1,3,2,4,4,1,1,4,4,1,.707059573973259,26
1,3,2,5,5,1,1,5,5,5,2.90777333219425,26
2,5,1,4,5,5,3,5,5,3,3.00278655832762,26
2,4,1,4,2,2,2,1,3,4,.85304380533256,26
2,2,2,4,3,1,3,1,2,2,1.35345198356873,26
2,3,2,3,2,1,3,1,2,3,.863897964126764,26
2,2,4,2,2,3,4,2,1,1,1.01164787577567,26
2,4,1,4,3,1,3,5,4,4,3.00278655832762,26
2,2,4,4,4,1,3,1,4,4,1.71030782183443,26
2,2,3,2,4,2,2,4,2,2,2.5985350413053,26
2,4,1,5,3,4,2,4,3,1,1.05944603468587,26
1,4,1,2,2,2,4,1,2,1,2.90777333219425,26
1,3,2,2,2,4,1,2,1,4,2.90777333219425,26
1,3,2,4,3,1,3,3,1,3,.357601893046066,26
2,2,4,4,3,1,4,1,4,4,2.48245649596397,26
2,2,4,5,5,5,1,5,3,3,.302494211942759,26
2,3,2,4,3,1,2,3,2,2,1.51185993772124,26
1,3,2,3,2,2,2,1,1,1,.68834582943767,26
1,3,2,4,4,1,3,1,5,5,.453519854620981,26
2,2,3,5,5,5,5,5,5,4,2.82978739413048,26
2,2,3,4,3,1,3,2,2,2,2.82978739413048,26
2,2,3,4,5,2,3,2,3,3,1.31348926174193,26
2,2,3,3,5,2,4,2,2,3,.710834395462438,26
2,2,3,4,3,2,4,4,1,5,.659288471538149,26
2,2,3,3,3,5,4,2,1,2,.854394409429901,26
1,5,2,4,1,5,3,4,5,3,.303001839521044,26
1,5,2,5,5,2,3,2,2,5,1.03434553597059,26
2,3,2,4,3,2,2,2,3,2,.708829986020369,26
2,3,2,2,2,2,2,3,2,2,.579210056499673,26
2,3,2,3,2,3,2,3,3,3,1.43153751406042,26
1,2,3,4,2,3,4,2,1,1,.868706251018106,26
1,2,3,3,2,2,4,2,2,2,1.04415004260426,26
1,4,1,4,4,1,4,1,4,4,2.90777333219425,26
1,3,2,4,4,1,3,2,4,4,1.1757214562879,26
1,3,3,4,2,2,4,2,2,2,.766962769092333,26
1,5,1,3,3,2,3,3,3,2,.623776174411691,26
2,2,4,3,2,1,2,2,2,1,.777838272263705,26
2,3,2,3,3,2,3,1,3,3,.605027367651853,26
2,3,2,3,3,2,5,1,3,5,2.89311668774523,26
2,3,2,3,2,1,4,1,3,2,1.63438789320798,26
2,3,2,3,2,2,3,5,3,3,.605027367651853,26
1,3,2,4,4,1,1,2,4,3,.739790298906458,26
2,4,1,2,2,2,2,2,2,2,.320108667995319,26
1,3,2,4,5,1,1,1,3,2,.624178081359206,26
2,3,2,5,3,1,1,2,1,1,.39487878031168,26
2,4,1,5,2,5,5,2,2,5,2.89311668774523,26
1,3,2,3,3,2,1,3,4,1,.506559085695892,26
1,3,2,3,2,2,2,2,2,3,.536669764853971,26
1,3,2,3,2,2,4,4,1,2,.922926342823503,26
1,4,1,2,1,2,5,3,3,3,1.1612865511864,26
2,2,2,2,5,2,5,3,5,2,1.16017750651536,26
2,3,2,2,2,5,2,4,5,2,.49553678557898,26
2,3,2,4,4,1,1,3,3,3,.642752700405704,26
2,3,2,3,2,2,2,3,3,3,.655583080808958,26
1,4,1,3,2,2,3,2,2,3,.789615848569006,26
2,5,2,2,2,5,2,2,2,2,.429835071461155,26
2,4,1,4,4,1,2,1,4,4,2.14322686635429,26
2,2,4,3,2,2,3,2,1,2,.630139829403835,26
2,2,4,2,2,2,3,3,1,2,.630139829403835,26
2,2,4,2,3,3,3,2,2,2,.630139829403835,26
2,2,4,5,2,5,5,2,3,3,.630139829403835,26
2,2,4,3,3,3,4,2,3,2,.75740278022351,26
1,5,2,4,2,2,5,1,3,2,.351338797409273,26
2,3,2,4,5,5,3,1,2,2,.590993362695141,26
2,2,4,3,3,1,2,1,3,3,1.08875491772661,26
1,3,2,2,2,3,4,3,2,1,.667257502513541,26
1,3,2,2,3,3,2,3,1,1,.597900570471533,26
2,3,3,3,3,2,3,2,2,2,1.17892812514532,26
2,3,3,3,4,5,5,2,3,5,1.55582302824868,26
2,3,3,3,2,5,3,3,2,2,.846399317525209,26
2,3,3,3,5,2,3,3,3,3,.301474557397609,26
2,4,1,3,3,3,3,2,3,1,.988868002142263,26
1,3,3,3,2,1,3,2,2,2,1.6159742364419,26
2,4,1,4,3,1,2,2,4,3,1.30708872197499,26
2,3,2,4,2,2,2,1,2,4,.427227982219856,26
2,3,2,3,4,2,3,2,3,4,1.03664894044499,26
2,2,4,2,2,3,3,3,1,2,.845960992509201,26
2,3,2,4,3,1,3,1,2,3,.301474557397609,26
2,3,2,4,2,2,3,3,2,3,3.00278655832762,26
2,2,4,5,5,2,2,2,5,3,.301474557397609,26
2,2,4,3,5,5,3,2,2,5,.301474557397609,26
1,5,2,4,4,2,5,2,3,3,.392146650884457,26
1,5,2,3,5,5,2,5,3,3,.336386155272091,26
1,5,2,4,2,1,2,2,2,3,3.00278655832762,26
2,3,2,1,1,1,1,1,1,1,1.243448687318,26
2,3,2,4,4,2,2,1,3,3,.660226504967194,26
2,3,2,2,1,3,4,2,2,2,.692342967694966,26
1,3,3,4,2,1,3,2,3,2,.303001839521044,26
2,3,3,4,4,3,2,3,2,4,.967725331798395,26
2,3,2,4,2,1,1,1,2,1,.567317963582552,26
2,4,1,3,1,2,3,3,5,1,2.25963492828653,26
2,3,2,2,2,3,1,3,1,2,.647028156068121,26
1,5,2,4,4,1,5,1,5,3,2.87767046361603,26
1,5,2,2,2,3,3,2,2,2,.303001839521044,26
1,3,3,2,2,3,2,3,3,2,.651395959158018,26
1,3,3,1,2,2,3,2,1,3,.651395959158018,26
2,5,1,4,5,1,2,5,5,2,.320108667995319,26
2,3,1,4,3,1,1,1,2,4,1.23425739005773,26
1,3,3,3,2,1,3,1,2,1,.812483010810465,26
2,5,2,4,3,2,2,2,3,3,.435187922190725,26
2,5,2,4,4,1,5,5,4,5,2.27771545799536,26
2,5,2,4,3,1,5,1,4,3,.301474557397609,26
2,5,2,4,3,5,3,3,3,3,.366330010049136,26
2,5,2,4,3,3,4,3,3,3,.492554449648695,26
2,5,2,4,4,1,1,2,2,2,.823308597619907,26
1,3,2,4,3,2,3,1,3,1,.562450729395453,26
2,3,2,4,2,3,3,2,3,4,2.89311668774523,26
2,3,2,4,2,1,2,2,3,2,1.41605557472266,26
2,3,3,3,2,5,5,3,2,3,2.33057218058834,26
2,3,3,3,5,2,3,3,2,5,.806933488417446,26
2,3,3,3,3,2,4,2,2,2,2.82978739413048,26
2,3,3,5,2,5,5,4,1,1,.671348117551876,26
2,3,3,3,2,2,3,2,2,2,.671348117551876,26
1,2,4,2,2,3,4,3,1,1,.801015674171068,26
1,2,4,3,3,1,4,1,2,2,2.01512200723568,26
1,4,2,4,3,1,2,3,3,4,1.13820630951904,26
1,4,2,3,2,3,3,3,2,1,.876692073232387,26
1,3,3,3,2,3,3,3,1,2,1.25665448865953,26
2,3,2,3,5,2,4,2,2,3,.325069995283655,26
2,3,2,4,3,1,1,2,4,4,.722185476449151,26
2,3,2,4,4,1,1,1,4,4,.582296738235267,26
2,3,2,3,3,2,4,1,2,3,.469764962395908,26
1,2,4,3,2,2,4,2,2,2,.65115221822306,26
1,2,4,3,3,2,3,2,2,3,.788603371518923,26
1,2,4,4,2,1,3,1,1,1,2.84213144887631,26
1,2,4,4,5,5,3,3,5,2,.788603371518923,26
1,2,4,4,2,1,3,1,2,2,.714263039449663,26
1,2,4,5,5,1,4,5,3,5,2.84213144887631,26
1,2,4,2,1,3,4,3,1,3,.947869596891141,26
1,2,4,3,5,3,1,4,1,3,.788603371518923,26
1,2,4,3,2,3,4,2,1,2,1.90435083746013,26
1,2,4,2,2,3,4,2,1,2,.947869596891141,26
1,2,4,3,3,2,4,1,3,4,.428330604898537,26
1,2,4,2,2,4,4,3,1,2,.788603371518923,26
1,2,4,4,3,1,1,1,4,2,.982789569405248,26
1,2,4,2,2,3,3,4,1,1,.947869596891141,26
1,2,4,5,2,2,5,5,5,5,2.34347477460368,26
1,2,4,2,2,3,3,1,2,3,.788603371518923,26
1,5,2,4,4,1,4,3,4,2,1.42389163929182,26
1,5,2,4,4,3,3,3,3,2,.640067874581499,26
2,4,1,4,5,5,3,2,1,3,2.89311668774523,26
1,5,2,2,1,1,3,2,3,1,.303001839521044,26
1,5,2,3,3,2,2,3,3,2,.733872698915396,26
2,5,2,4,5,2,5,2,3,3,3.00278655832762,26
1,5,2,3,5,3,3,3,2,5,.357902758649116,26
1,5,2,4,4,1,1,3,3,4,.499528198969239,26
1,5,2,4,3,2,4,3,2,2,1.55188685904389,26
1,5,2,3,2,1,3,1,2,2,.516060257874745,26
1,5,2,4,5,5,4,3,5,4,3.00278655832762,26
1,3,3,4,2,2,2,2,2,2,.641048864762463,26
2,5,2,4,3,2,3,1,3,2,1.488192498829,26
2,3,2,3,3,1,2,1,3,2,3.00278655832762,26
1,3,3,3,2,2,4,3,2,3,.859758035772087,26
1,3,3,4,4,1,5,2,1,3,.587727247846139,26
1,3,3,2,1,4,4,4,1,2,.303001839521044,26
1,3,3,2,2,3,3,3,2,1,.749697548484965,26
1,3,3,4,2,1,5,5,3,3,1.88156460679079,26
1,3,3,4,4,1,1,2,4,4,.714920516729762,26
1,3,3,4,4,2,4,2,2,2,.749697548484965,26
1,5,2,3,3,5,5,2,2,2,1.71957077389139,26
1,2,3,4,2,3,3,4,2,2,.737623066792414,26
1,3,3,3,2,3,3,2,2,2,.78275488946146,26
1,3,3,4,3,1,4,1,2,2,2.84412320985398,26
1,5,2,4,4,1,1,1,4,2,.63743766488952,26
2,2,4,3,2,2,4,2,2,2,.399905170019469,26
1,5,2,4,3,1,2,1,3,3,.593117949753598,26
1,5,2,4,3,2,3,4,4,4,3.00278655832762,26
1,3,2,4,1,1,4,1,2,2,.822483630547374,26
1,3,3,3,2,5,4,3,2,2,.988638951375236,26
1,3,4,3,3,2,4,2,3,3,1.82281634931044,26
1,5,2,4,2,1,2,1,1,2,.895692721162261,26
1,5,2,3,2,3,2,2,2,2,2.43688755824544,26
2,3,2,4,3,1,1,3,4,3,.671961460189336,26
2,3,2,2,1,1,2,4,2,1,.302634120126676,26
2,5,2,5,1,5,1,2,3,3,.482919829387749,26
2,5,2,4,3,1,3,4,3,4,.322004755412039,26
1,5,2,2,2,4,3,2,2,2,.303001839521044,26
1,5,2,3,2,2,4,3,2,2,.597570075633555,26
1,5,2,4,3,1,2,3,4,3,.956921797135399,26
1,3,2,2,2,2,3,2,2,2,.602231030799245,26
1,3,2,2,5,1,2,5,2,1,.642431140415518,26
1,3,2,2,1,3,4,1,1,2,.602231030799245,26
1,3,2,4,3,2,3,2,1,2,1.62683402152946,26
1,3,2,3,3,1,3,3,3,2,.303001839521044,26
1,3,2,4,4,1,2,2,1,4,2.68660998109637,26
1,3,2,3,4,2,3,5,2,3,.346112741883542,26
1,2,3,4,3,5,3,2,5,3,.675427312164492,26
1,2,3,3,2,3,2,3,3,2,.675427312164492,26
1,2,3,2,1,3,4,3,1,1,.675427312164492,26
1,4,2,4,4,1,2,3,4,4,.621623988916664,26
1,4,2,4,5,5,5,3,3,2,3.00278655832762,26
1,2,3,3,2,2,5,2,2,2,2.84412320985398,26
1,5,2,4,5,1,5,1,5,5,.323636044336873,26
1,3,3,3,3,3,1,1,2,2,1.44001921005693,26
2,5,2,3,5,4,5,3,5,5,1.17421970591248,26
2,5,2,4,4,5,2,2,5,4,2.90212426372755,26
1,3,3,3,3,2,3,2,2,3,.357440414042415,26
2,5,2,3,3,3,2,3,2,3,1.05330143408415,26
2,5,2,4,5,5,2,2,5,5,1.93614360610195,26
2,4,1,4,2,1,4,2,2,4,2.81899181600041,26
1,3,3,3,2,3,3,2,2,3,.455010173785383,26
1,3,3,3,3,1,4,1,2,2,1.02261288402713,26
1,3,3,4,4,1,3,2,4,2,1.72884427341565,26
1,3,3,3,1,4,4,5,4,2,.485383000702681,26
1,5,2,3,3,1,1,2,3,3,.303001839521044,26
1,5,2,4,4,2,2,2,4,2,.303001839521044,26
2,5,2,5,5,5,5,5,5,5,3.00278655832762,26
1,4,1,3,3,1,1,2,3,3,1.9151704014518,26
1,5,2,4,2,2,1,2,3,2,.639493780877919,26
1,5,2,4,3,1,3,2,3,4,2.08525816995952,26
1,5,2,4,4,1,2,2,4,3,1.69845352041767,26
1,5,2,4,3,1,3,1,4,3,2.12983699811364,26
1,5,2,4,4,2,3,1,4,3,.886328251700631,26
1,5,2,4,4,1,1,1,4,4,.303001839521044,26
1,3,3,3,2,2,3,2,3,2,2.66097950254901,26
1,3,3,4,2,1,3,1,2,2,.499430068416372,26
1,3,3,2,2,3,3,3,1,2,.601716522287535,26
1,3,3,2,2,3,3,2,1,2,3.00278655832762,26
1,5,2,4,3,1,2,2,4,3,.303001839521044,26
1,2,3,3,2,3,3,2,2,2,1.01569146290693,26
1,2,3,4,3,2,2,3,3,3,.625694018690486,26
1,2,3,2,1,3,4,2,1,1,.872510231909386,26
1,5,2,2,2,3,4,3,2,2,.303001839521044,26
1,5,2,4,3,1,2,2,3,3,.966310084279622,26
1,5,2,4,4,1,2,3,3,3,.74791718874746,26
2,5,2,4,4,1,1,1,4,5,3.00278655832762,26
2,5,2,3,3,2,4,2,2,2,1.52726567568519,26
1,3,3,3,2,3,3,2,1,5,.714740720521626,26
1,3,3,3,2,4,1,2,2,2,1.04555996036255,26
1,3,3,4,3,2,2,1,3,4,2.76678463776085,26
1,3,3,4,4,1,5,1,3,3,.714740720521626,26
2,5,2,3,4,3,3,3,3,3,.301474557397609,26
1,5,3,4,3,1,3,1,3,3,1.47981076702441,26
1,4,2,2,3,2,2,2,3,3,.394636210441256,26
2,4,2,4,5,2,3,3,4,2,1.41060514576171,26
1,3,3,4,4,1,1,4,4,4,1.59958178369617,26
1,3,3,4,3,2,3,5,3,4,.303001839521044,26
1,3,3,3,2,4,1,2,2,1,.363180651321221,26
2,3,3,4,4,1,3,1,2,3,.446331704297824,26
1,5,2,3,2,1,4,2,1,2,.303001839521044,26
1,5,2,4,3,3,3,1,3,4,.575329521790863,26
1,5,2,4,5,5,2,5,4,4,.45652128515651,26
1,5,2,2,2,2,1,2,2,2,3.00278655832762,26
1,5,2,3,2,2,5,1,2,3,2.42483975481377,26
2,2,4,3,2,2,3,2,2,2,1.25930483920843,26
2,2,4,3,3,2,3,2,2,2,.82970190366687,26
2,2,4,4,3,3,4,2,3,4,.640234643232065,26
2,2,4,2,5,2,1,2,1,3,1.52513039835744,26
2,2,4,3,3,3,1,3,4,3,1.52513039835744,26
2,2,4,4,2,1,3,1,5,3,1.52513039835744,26
2,2,4,3,2,2,1,3,2,2,.751737096074682,26
2,2,4,4,3,2,3,4,1,3,.952547350981834,26
2,2,4,3,5,2,3,2,5,2,1.7365706401492,26
2,2,4,3,3,2,2,3,2,3,.620711621720281,26
2,5,2,3,3,2,3,2,3,3,.322004755412039,26
1,3,3,4,4,1,2,1,3,2,.768036838834298,26
1,3,3,4,4,1,4,1,4,4,.499590213981643,26
2,5,2,4,4,1,3,4,4,4,.301474557397609,26
1,2,4,3,2,3,1,2,2,1,1.01397348636757,26
1,2,4,3,2,2,3,2,2,1,.843600124534953,26
1,2,4,2,3,3,3,3,1,2,.843600124534953,26
1,2,4,2,2,3,3,3,2,1,1.01397348636757,26
1,2,4,3,2,3,4,3,2,2,.843600124534953,26
1,2,4,4,3,1,4,4,3,1,1.17463871821014,26
1,2,4,3,1,3,3,2,2,3,.843600124534953,26
1,2,4,5,2,5,3,2,2,2,2.3387804452099,26
1,2,4,2,2,2,2,2,2,2,.843600124534953,26
1,2,4,3,1,2,4,1,1,3,.843600124534953,26
1,2,4,3,1,3,2,2,1,1,.843600124534953,26
2,6,1,3,3,3,5,2,2,2,1.13633790921311,26
1,3,4,1,2,3,2,2,2,2,.895216204533183,26
1,3,4,2,1,3,4,4,1,1,.895216204533183,26
1,3,4,3,3,2,3,2,3,2,.743037416652162,26
1,5,2,4,2,1,5,5,3,3,2.05129428628838,26
1,5,2,4,3,2,2,1,3,3,.303001839521044,26
1,5,2,4,3,2,1,2,3,3,.876230447849794,26
1,5,2,3,2,2,2,2,3,3,.303001839521044,26
1,5,2,4,4,1,2,1,4,3,.565708126671361,26
1,5,2,4,5,5,3,2,3,3,.303001839521044,26
2,5,2,4,3,1,2,1,4,3,.680098897416578,26
2,5,2,4,4,1,1,1,4,4,2.14292601593999,26
2,5,2,3,3,2,2,2,3,2,.314026158254417,26
1,5,2,4,4,2,2,3,4,3,.63049628545567,26
1,5,2,4,2,2,5,2,3,3,.340184728102916,26
2,5,2,3,3,2,2,4,3,3,1.28873037528557,26
1,3,3,2,2,1,2,2,1,2,.507982572934405,26
1,3,3,5,5,5,1,2,5,2,.933756642468965,26
1,3,3,4,3,2,4,2,2,2,.304622986556208,26
1,5,2,4,4,1,5,5,4,5,1.3631264666196,26
2,3,3,2,2,3,4,2,1,3,.997450169416728,26
2,3,3,4,4,1,3,1,3,3,.596736777278098,26
2,3,3,4,1,4,4,1,1,4,2.82978739413048,26
2,3,3,3,1,3,4,1,1,4,2.82978739413048,26
1,3,3,2,5,5,2,2,2,2,2.84412320985398,26
1,3,3,2,2,3,3,3,2,2,2.84412320985398,26
2,3,3,3,2,1,1,1,3,2,.788768480604239,26
2,3,3,3,3,2,5,1,3,2,.364989599831112,26
2,3,3,3,3,3,3,3,3,2,1.58470312955227,26
2,3,3,3,2,2,3,3,2,2,2.82978739413048,26
2,3,3,2,4,2,3,1,2,3,.788768480604239,26
2,3,3,3,3,2,3,3,2,5,.301474557397609,26
1,3,3,2,2,2,3,3,2,2,.520675775829112,26
1,4,2,4,3,2,5,1,2,2,.558931594112331,26
2,2,3,4,3,1,3,2,4,4,.301474557397609,26
2,2,3,3,4,4,3,5,2,5,.414756227088218,26
2,3,3,4,2,1,1,1,3,3,.509586053217563,26
2,3,3,2,5,5,5,5,5,5,.636756919886553,26
1,4,2,4,3,2,2,3,3,3,2.53605641337727,26
1,4,2,4,2,1,3,2,3,2,.635318351479665,26
1,4,2,4,2,1,1,2,1,2,1.54976806354659,26
2,5,2,4,3,2,1,5,2,3,.723092956075349,26
2,4,2,4,2,2,4,3,3,3,.479143862757815,26
1,5,2,4,3,1,2,1,4,4,.303001839521044,26
1,5,2,4,4,1,1,2,4,2,.999839623326648,26
1,5,2,4,4,1,2,4,4,3,.328532797767747,26
1,5,2,4,4,2,5,1,4,4,3.00278655832762,26
1,5,2,4,4,1,1,2,3,2,.303001839521044,26
1,5,2,2,1,4,2,4,1,1,.303001839521044,26
1,5,2,3,5,2,3,3,1,3,.496471335098059,26
2,3,2,4,2,2,2,1,2,4,.535450104201903,26
1,4,2,4,3,1,3,1,2,2,.446398247409481,26
1,4,2,3,3,1,3,2,2,2,.303001839521044,26
1,5,2,3,2,1,3,3,2,2,.303001839521044,26
1,5,2,4,4,1,5,4,4,3,1.41642246382517,26
1,3,3,4,4,1,1,3,4,2,.744780471320138,26
1,3,3,5,5,4,4,3,1,2,1.22413579949818,26
1,3,3,3,2,3,2,2,3,2,.361899112809905,26
1,3,3,4,4,1,3,1,5,2,1.73632721922406,26
2,3,3,4,4,1,2,4,4,4,.662187488991029,26
1,3,4,3,2,2,3,2,1,2,2.84213144887631,26
1,4,2,2,1,3,4,3,1,1,1.42740094416209,26
1,4,2,4,2,1,3,2,2,2,.528403715800325,26
1,4,2,5,2,5,5,5,2,2,3.00278655832762,26
1,4,2,4,3,3,3,3,3,3,1.24959397500791,26
2,3,4,3,2,3,3,3,2,3,1.65134327031215,26
2,3,4,3,3,3,3,3,3,3,.744702631540564,26
1,3,3,3,2,3,4,3,1,2,.609267503757294,26
2,5,2,3,3,5,4,5,3,3,1.21891971930087,26
1,4,2,5,3,2,5,5,5,5,2.90777333219425,26
2,6,1,3,3,2,2,5,2,2,.887105172060603,26
2,4,1,4,4,1,3,1,3,3,.320108667995319,26
2,5,2,3,2,2,2,4,3,3,.301474557397609,26
2,3,2,4,2,3,2,2,2,2,2.89311668774523,26
2,3,2,4,2,2,3,1,2,2,.708791288906231,26
2,3,2,4,2,3,1,3,2,2,.761811420791561,26
2,3,2,4,5,5,2,5,5,3,3.00278655832762,26
2,3,2,4,4,1,1,4,4,4,.589696306293586,26
2,3,2,4,1,2,3,1,3,4,.342900796466219,26
2,3,2,4,4,2,4,4,4,4,.527152927301645,26
2,3,2,4,2,1,3,2,3,4,.589696306293586,26
2,3,2,4,4,1,4,1,4,4,.642188119480721,26
2,3,2,4,5,2,3,5,3,3,2.89311668774523,26
1,5,3,4,4,1,4,1,4,4,1.73082038650345,26
2,4,2,3,1,1,1,1,3,3,.544128230993765,26
2,4,2,4,3,1,3,5,4,2,.544128230993765,26
2,4,2,4,3,2,3,2,4,3,.551305838714292,26
2,5,2,4,4,3,3,3,3,3,.301474557397609,26
2,5,2,4,3,2,5,5,3,2,.874961344673859,26
2,5,2,4,4,1,1,1,4,1,.301474557397609,26
2,5,2,1,4,1,2,1,4,4,.301474557397609,26
2,5,2,4,3,3,2,3,2,3,.301474557397609,26
2,5,2,1,2,1,2,1,2,3,.301474557397609,26
2,5,2,3,2,1,2,1,2,2,.923731760592107,26
2,5,2,4,5,2,5,5,3,2,2.07636276013933,26
2,3,3,3,2,2,4,2,2,1,.817179563444439,26
1,5,2,3,3,3,3,2,2,2,.422246266366102,26
1,3,3,2,2,2,2,2,2,2,1.39504877572774,26
1,3,3,3,2,2,4,2,2,2,.427903801106878,26
1,3,2,4,4,2,4,2,4,2,.370250448706183,26
1,5,2,4,3,2,4,3,4,4,.303001839521044,26
1,5,2,3,5,5,3,3,2,2,.303001839521044,26
2,3,3,3,3,3,2,2,2,2,.535520806881667,26
2,3,3,4,2,2,3,2,2,3,.984376506693009,26
2,3,3,1,4,1,1,1,3,4,2.47640442753587,26
2,5,2,3,3,1,3,2,2,3,.369350448644458,26
2,5,2,4,3,1,1,1,4,4,1.42177714822909,26
2,5,2,4,3,1,3,2,2,3,1.16632480555185,26
2,5,2,4,4,1,2,2,4,3,.54264889494356,26
1,5,2,4,3,3,2,2,4,2,.306145355364853,26
1,5,2,3,3,1,2,1,3,2,.773394297665967,26
1,4,2,4,4,1,5,3,4,3,.8697684078365,26
1,4,2,4,4,1,4,1,4,1,.540797228608203,26
2,5,2,4,3,1,2,3,3,3,.326113675613515,26
2,5,2,4,2,1,2,3,3,2,.763446558046542,26
1,5,2,4,5,1,3,2,3,5,.993424797144159,26
1,5,2,4,4,1,5,1,5,1,.786729997239904,26
1,4,2,3,3,2,3,1,4,1,.55698918624401,26
1,4,2,4,3,1,2,2,2,4,.445875127038021,26
1,3,3,4,3,1,3,2,3,3,1.15632578763173,26
1,3,3,3,2,2,3,2,2,2,.459642183954817,26
2,5,2,4,3,1,2,1,3,3,.301474557397609,26
2,3,3,4,3,2,4,2,3,3,.794583641441335,26
2,3,3,3,5,5,1,2,1,1,.460630405367976,26
2,5,2,4,5,1,1,5,4,4,.454904708726791,26
2,5,2,4,4,1,2,3,4,3,1.60585736994073,26
2,5,2,5,5,5,2,5,5,2,.882879062090732,26
2,5,2,4,5,2,3,1,3,3,.459016703841668,26
1,3,4,3,2,1,4,2,1,1,1.32267131209764,26
2,3,3,4,4,5,4,4,5,3,.653145180383503,26
1,6,1,4,4,1,1,4,4,4,2.90777333219425,26
1,4,2,4,4,1,3,2,3,2,.690959242225147,26
1,4,2,4,2,2,3,2,2,2,1.09637622272574,26
2,5,2,3,1,1,3,4,4,2,.3036155842108,26
2,5,2,4,4,2,4,2,3,4,.580801463287379,26
2,3,3,3,2,2,4,2,1,2,.625636414956275,26
1,4,2,2,2,3,4,4,1,2,.303001839521044,26
1,4,2,4,2,2,3,2,2,2,1.84295626657178,26
1,5,3,4,5,5,5,2,5,5,.752360177308133,26
2,5,3,3,2,2,5,4,2,3,.558117082825238,26
1,6,1,4,4,5,3,4,2,4,3.00278655832762,26
1,5,1,4,4,2,3,4,4,4,.749714922469599,26
2,4,2,2,2,1,1,1,2,3,2.6442669532891,26
1,4,2,3,5,5,2,5,2,2,1.71437990645763,26
2,3,3,4,4,1,1,1,4,4,1.81093864586643,26
2,3,3,4,4,1,3,2,5,4,1.85293298616806,26
2,3,3,1,3,1,2,3,3,3,1.85293298616806,26
1,4,2,4,3,3,3,1,3,3,.984313743823242,26
1,4,2,3,3,2,2,2,2,3,1.06070650434658,26
1,4,2,4,4,2,2,3,4,4,.607630512654211,26
1,4,2,3,2,2,2,2,2,3,.607630512654211,26
1,4,2,4,3,1,2,2,4,3,2.87197853705132,26
1,4,2,4,3,1,2,3,3,2,.607630512654211,26
1,4,2,3,2,3,3,2,2,2,1.25435763938108,26
1,4,2,4,3,2,3,3,2,3,.48993129481147,26
2,4,2,4,4,1,3,1,2,2,1.83906851096166,26
2,4,2,4,4,2,2,4,4,4,.301474557397609,26
2,4,2,4,4,1,1,3,4,3,.456802387033421,26
2,6,1,4,1,5,5,2,2,1,2.72959750142472,26
1,3,4,2,5,3,1,3,2,2,1.52884831809546,26
1,3,4,3,2,2,4,2,2,2,.456330913253903,26
1,3,4,3,2,3,4,2,1,1,.760967365085735,26
2,5,2,3,3,1,2,2,2,4,1.19718139606649,26
2,5,2,3,5,5,5,5,5,3,.301474557397609,26
1,4,2,3,4,2,3,2,2,3,.814770965805828,26
1,4,2,3,2,3,3,2,1,2,.343337452167968,26
1,4,2,3,2,2,3,2,3,3,.563057520494755,26
1,4,2,4,2,2,3,1,2,2,.590447235591788,26
1,4,2,4,3,1,2,2,3,3,.863736975544053,26
1,4,2,2,3,3,3,4,2,4,1.89962146100487,26
2,5,2,4,4,1,1,1,3,2,1.17436679959306,26
2,5,2,3,4,1,3,2,4,3,3.00278655832762,26
2,3,3,3,2,2,3,1,2,2,.682419280873872,26
2,3,3,4,2,4,4,1,2,1,1.28524582490864,26
2,3,3,3,3,1,5,1,2,2,.966189404691148,26
2,2,4,3,2,1,3,2,2,2,.887564845065419,26
2,2,4,3,2,2,4,3,2,2,1.63149212957113,26
2,2,4,3,3,2,3,1,3,1,.887564845065419,26
2,2,4,3,2,3,3,2,2,1,.738431353380189,26
2,2,4,4,3,5,5,5,5,5,.732865009907312,26
2,2,4,4,5,5,5,5,1,1,2.8278056726329,26
2,3,4,2,2,3,4,3,2,1,.301474557397609,26
2,3,4,3,4,1,4,1,2,5,1.30981461468748,26
2,3,4,3,4,2,3,2,3,2,.783612631453475,26
2,3,4,4,4,2,4,1,3,4,.301474557397609,26
2,5,2,4,5,1,3,3,3,4,1.24642872813539,26
2,5,2,3,3,3,3,4,3,3,.301474557397609,26
1,4,2,4,3,1,1,1,3,3,2.90777333219425,26
1,4,2,4,2,1,1,2,4,3,3.00278655832762,26
1,4,2,3,3,3,2,4,3,3,2.90777333219425,26
1,4,2,5,2,3,3,2,2,3,.554047828419201,26
2,5,2,4,4,1,2,1,3,2,1.65901678344281,26
2,5,2,3,3,2,2,2,2,3,.58265708942665,26
2,3,3,3,2,2,3,1,2,2,.51048947638013,26
1,5,2,4,4,1,2,3,4,3,.311237369804786,26
1,5,2,4,4,2,2,2,2,2,1.03329644421206,26
1,5,2,4,3,2,3,2,3,3,1.04068971824678,26
