SEX,AGER,EDUR,DEM02A,DEM02B,DEM02C,DEM02D,DEM02E,DEM02F,DEM02G,vahy,vlna
1,4,2,3,5,5,3,2,5,2,.303001839521044,26
1,4,2,3,3,5,2,1,3,2,.303001839521044,26
1,4,2,4,2,1,3,2,3,3,.451368328424548,26
2,3,4,2,2,3,4,2,2,2,.607566568865964,26
2,3,4,4,3,2,3,3,3,3,.301474557397609,26
2,4,2,4,3,1,3,2,4,3,.3888395298582,26
2,4,2,2,5,3,3,3,2,2,1.66889880514063,26
2,4,2,2,2,3,4,4,1,2,.441138649614072,26
2,4,2,4,3,1,2,4,2,3,.645320597752233,26
2,4,2,2,2,3,3,3,2,2,1.06527918490953,26
2,4,3,4,3,2,3,2,5,5,.8852939153769,26
2,4,3,4,4,1,3,1,3,3,.488528227523114,26
2,5,3,5,5,5,4,5,5,3,.305221000659266,26
2,5,3,4,4,1,1,4,4,4,.398559157408356,26
2,5,3,3,4,2,4,1,4,3,.616506483839699,26
2,5,3,3,5,2,5,2,5,2,.57188949383177,26
2,5,3,4,3,1,1,3,3,3,.301474557397609,26
2,5,3,4,3,1,2,2,4,2,.726604443048474,26
2,3,2,4,4,1,1,1,4,4,3.00278655832762,26
1,5,3,3,2,3,4,3,1,2,.483649719560731,26
1,3,3,3,2,2,4,3,2,2,.474408542570873,26
1,3,3,4,3,5,2,4,4,4,.452401639942916,26
1,3,3,3,2,3,4,1,1,3,.474408542570873,26
1,3,3,2,2,4,4,2,1,1,.570220024728333,26
1,3,3,4,3,2,3,3,3,2,.660572024761837,26
2,4,2,1,2,1,4,1,1,2,.301474557397609,26
2,4,2,5,5,5,5,5,5,5,.301474557397609,26
2,4,2,3,2,2,2,2,2,2,.301474557397609,26
2,4,2,3,3,2,3,2,3,3,.432353281087571,26
2,4,2,3,3,1,1,2,2,4,.519671288584142,26
2,4,2,3,5,5,1,2,2,3,.386497753710388,26
1,5,3,2,2,2,4,4,1,1,.446009695065123,26
1,5,3,3,3,2,4,2,2,1,.371068710729918,26
2,5,3,3,3,2,3,1,2,2,.301474557397609,26
2,5,3,3,3,2,3,5,3,3,.301474557397609,26
2,5,3,3,5,5,2,1,2,3,.951706046974357,26
2,5,3,4,4,1,3,2,4,4,2.0584326699508,26
2,5,3,2,5,3,3,4,1,2,.372040979146636,26
1,5,3,2,2,3,4,2,1,1,.361964429849424,26
1,5,3,1,1,3,4,4,1,1,.303001839521044,26
1,4,3,3,5,2,2,2,5,2,.901510314147489,26
2,5,3,4,3,2,4,2,3,2,.598073469192587,26
2,5,3,2,2,2,2,2,2,2,.301474557397609,26
1,5,3,3,2,2,3,2,2,2,.717499324492197,26
1,5,3,4,4,1,3,3,4,3,1.47096540012678,26
1,5,3,4,3,1,2,1,3,1,.539383386245736,26
1,4,3,3,2,2,3,2,2,2,1.6955537692448,26
1,4,3,3,2,3,4,2,2,2,.366662372478769,26
1,4,3,3,2,2,3,2,1,5,.303001839521044,26
2,4,2,3,2,2,2,2,2,2,.503376679996146,26
2,3,4,2,1,3,3,4,1,5,.403356550530883,26
2,3,4,2,2,3,3,5,2,5,.945386664323905,26
1,6,2,2,3,3,3,3,1,1,.303001839521044,26
1,6,2,4,4,1,5,4,5,3,1.42317221569603,26
1,6,2,3,2,5,5,3,3,3,.374561114119901,26
1,6,2,4,4,1,1,3,4,1,1.34803276088471,26
2,4,2,3,5,2,2,2,5,3,.461980994389417,26
2,3,4,3,2,1,2,2,2,3,.301474557397609,26
2,4,2,4,4,2,1,3,4,4,1.65483543898378,26
2,4,2,5,5,5,3,2,4,5,1.82414887047387,26
2,4,2,5,5,5,5,5,5,5,1.06532038916264,26
2,4,2,3,2,2,2,2,5,3,2.6800356474673,26
2,4,2,4,4,1,2,3,5,4,.431036055106205,26
2,5,3,4,3,1,4,2,4,3,1.35822346219758,26
2,5,3,3,5,5,3,5,2,2,.869157406575182,26
2,5,3,4,4,1,4,1,4,4,.509475412654604,26
2,5,3,4,4,5,5,1,3,4,.771910483502174,26
1,5,4,2,2,3,3,3,2,5,.303001839521044,26
1,6,1,4,4,1,1,3,4,4,3.00278655832762,26
2,5,3,4,5,5,2,2,3,3,.30216772209333,26
2,5,3,4,4,1,5,2,3,5,.464834698017234,26
2,5,3,4,3,2,2,1,3,4,.319255122850494,26
2,5,3,4,4,1,1,3,4,4,.555434640236756,26
2,3,2,4,2,1,1,1,1,2,.974029530220709,26
2,3,2,4,4,2,1,1,2,3,.527125506423088,26
1,5,4,1,2,4,4,4,1,1,3.00278655832762,26
2,5,3,4,3,1,3,2,2,3,.589989606332652,26
2,5,3,4,4,2,2,5,4,4,.319255122850494,26
1,5,3,4,5,5,5,1,3,2,.3219395533726,26
1,5,3,3,2,3,3,3,2,1,1.53759696052907,26
1,4,3,3,3,2,2,2,3,3,.482252267729735,26
2,3,4,4,4,1,3,2,2,1,.376277835442571,26
2,4,2,3,5,2,3,2,3,3,1.94220148262049,26
2,4,2,3,2,2,2,1,3,2,3.00278655832762,26
2,4,2,2,3,2,1,2,2,2,1.51156496604895,26
2,4,2,4,4,1,1,1,3,4,.333219773497275,26
2,4,2,3,3,1,1,5,1,3,3.00278655832762,26
2,4,2,4,5,5,2,3,5,2,.77202959641706,26
2,4,2,4,3,1,2,4,3,4,.312368556023234,26
1,5,4,3,4,2,4,2,1,1,1.40024720614389,26
2,4,3,4,2,1,2,2,3,2,3.00278655832762,26
2,4,1,3,5,2,1,2,4,3,.924123770652859,26
1,4,3,4,5,5,2,3,1,2,.89897850486857,26
2,5,3,3,2,3,2,3,4,2,.58613518334556,26
2,5,3,3,3,2,3,1,2,3,.301474557397609,26
2,5,3,4,5,1,3,1,3,2,.976694383349896,26
2,5,3,4,4,1,2,1,4,4,.388238283899905,26
2,5,3,3,4,2,2,1,5,4,3.00278655832762,26
1,6,2,4,4,1,5,1,4,4,.455994093148155,26
2,6,2,4,4,1,1,1,4,5,1.32030710367786,26
1,4,3,3,2,1,2,2,2,2,.858767359167104,26
1,4,3,4,3,1,2,1,3,2,.303001839521044,26
1,4,3,4,3,1,2,2,3,3,.347463259424062,26
2,5,3,4,3,1,3,1,3,4,.373758543178308,26
1,6,2,4,1,5,3,5,2,3,.372404605595352,26
1,3,4,3,2,2,4,2,2,1,.80808660207823,26
1,4,2,4,3,1,2,1,2,3,.365098764556484,26
1,4,2,3,2,2,3,2,2,2,.365098764556484,26
1,4,2,3,4,1,3,2,3,3,.389469827496329,26
2,3,4,2,2,3,4,3,2,2,.567915201217094,26
2,3,4,3,3,4,3,3,3,2,.567915201217094,26
2,5,3,4,2,5,2,3,2,3,.319255122850494,26
2,5,3,3,3,3,2,5,4,5,.407475356603309,26
2,5,3,3,5,2,5,4,4,5,.301474557397609,26
1,4,3,4,3,2,5,2,3,2,3.00278655832762,26
1,5,4,2,3,3,4,4,2,2,.303001839521044,26
1,5,4,3,2,3,2,2,2,2,3.00278655832762,26
1,5,4,4,3,2,4,2,2,2,.303001839521044,26
2,5,3,4,4,1,4,1,3,3,2.19416219537539,26
2,5,3,4,3,1,4,3,4,3,.95570046595364,26
1,5,3,4,3,1,3,1,4,2,2.37787173680433,26
1,5,3,4,5,2,5,4,4,2,1.4682589849655,26
1,5,3,3,2,2,2,2,2,2,.47046760599261,26
2,5,3,4,2,2,3,4,4,4,2.17430507152145,26
2,5,3,4,3,2,3,2,3,2,.589200257095842,26
1,4,4,4,4,1,2,4,4,2,.303001839521044,26
2,3,4,4,2,1,3,2,3,2,1.6757503980691,26
2,3,4,3,4,5,3,2,3,3,2.1716620774057,26
2,3,4,3,5,2,2,2,2,2,1.24713117675472,26
2,3,4,3,1,3,1,4,2,2,.792071972329442,26
2,3,4,2,3,3,3,3,3,3,1.60171167725719,26
2,3,4,4,4,1,3,2,3,2,.492487797481048,26
1,4,2,3,3,2,4,1,2,3,.483292134742932,26
1,4,2,3,2,2,4,2,3,2,.483292134742932,26
1,4,2,4,4,1,2,3,3,3,.303001839521044,26
1,4,2,2,2,3,4,4,1,2,.40208675131778,26
1,4,2,3,2,3,2,2,3,3,.722148221969569,26
1,4,2,4,4,1,3,2,4,3,1.10157470382915,26
1,4,2,3,3,5,5,3,3,3,.483292134742932,26
1,4,2,4,3,2,2,2,3,3,1.18173078463354,26
1,4,2,4,4,1,1,4,4,2,2.81845471402301,26
1,4,2,2,2,3,4,3,3,2,.303001839521044,26
1,4,2,4,4,1,2,1,4,2,.35944130177551,26
1,4,2,2,3,3,3,3,2,3,3.00278655832762,26
1,4,3,3,3,2,2,3,3,3,.940951351751338,26
2,4,3,4,3,1,3,2,4,4,.307130822530823,26
1,4,3,4,4,2,5,2,4,1,2.84412320985398,26
1,4,3,4,3,1,5,1,4,4,3.00278655832762,26
2,5,3,4,4,1,1,1,4,4,.38250213933451,26
1,4,3,4,3,3,3,3,4,5,.303001839521044,26
1,4,3,4,3,2,2,2,4,3,.522330514557438,26
2,5,3,5,2,5,3,4,2,1,.301474557397609,26
2,5,3,3,2,2,2,2,2,2,.301474557397609,26
2,5,3,3,4,1,5,2,4,2,.301474557397609,26
2,5,3,4,2,2,3,1,3,4,.301474557397609,26
2,5,3,4,4,1,1,5,4,4,.301474557397609,26
2,5,3,3,2,5,5,1,2,2,.301474557397609,26
2,5,3,3,2,1,1,3,2,2,.301474557397609,26
2,5,4,4,1,1,3,1,3,3,.49443926359865,26
1,4,3,2,2,3,3,2,2,2,.733611402855807,26
1,6,2,4,4,1,2,3,4,2,.321162811687453,26
1,6,2,3,2,3,3,3,2,2,.704808976431945,26
2,4,3,4,4,1,5,1,4,2,.340316810537727,26
2,4,3,3,3,1,2,1,2,3,.301474557397609,26
2,5,3,3,2,2,3,3,3,3,1.37112032044548,26
1,6,2,2,2,2,2,2,2,2,.933816684779314,26
1,6,2,4,4,5,3,5,4,4,.884513813479432,26
1,6,2,3,3,2,2,2,2,3,.884513813479432,26
1,6,2,2,2,3,4,2,2,2,.303001839521044,26
2,4,3,4,3,2,3,1,3,3,.370923698099911,26
2,4,3,3,4,2,3,3,4,3,1.08802873796057,26
1,4,3,3,5,2,5,2,3,2,3.00278655832762,26
2,4,3,4,5,1,2,1,3,1,.301474557397609,26
1,4,3,4,3,2,4,2,3,1,1.07279636545827,26
1,5,4,5,5,5,5,5,5,5,.912401673748839,26
1,6,2,5,5,5,5,5,3,5,.57234042611787,26
1,5,3,3,3,2,3,3,2,3,.303001839521044,26
1,4,3,4,2,1,4,5,2,3,.960018924016318,26
1,4,3,4,4,2,2,1,3,4,.303001839521044,26
2,5,3,3,3,1,1,2,4,4,.319255122850494,26
2,5,3,3,3,2,2,1,3,3,.678704473178888,26
2,5,3,3,3,1,4,3,4,4,2.38452987647094,26
2,5,2,4,1,2,2,2,2,3,.322004755412039,26
2,5,2,4,4,3,3,3,4,3,3.00278655832762,26
2,5,2,4,4,1,2,5,4,4,.860964975605331,26
2,5,2,3,3,2,2,2,3,3,.468382428164562,26
1,6,2,2,2,5,5,5,2,2,1.24507777132791,26
2,4,2,4,4,1,1,2,3,4,.313462996873748,26
2,4,2,4,4,2,5,2,5,4,.480855988970363,26
2,4,2,4,3,2,3,2,3,2,.480855988970363,26
2,4,2,4,3,1,2,2,5,2,.313462996873748,26
1,5,4,5,5,5,3,2,3,2,.763516975030097,26
1,5,4,3,2,4,4,4,2,3,.303001839521044,26
1,6,2,4,4,1,2,1,4,4,.395826483901128,26
1,4,3,3,1,3,4,4,1,1,.303001839521044,26
1,4,3,3,2,2,3,2,2,2,.303001839521044,26
1,4,3,5,5,5,5,5,5,5,2.37109285074261,26
1,4,3,4,2,2,4,1,2,2,2.37109285074261,26
1,4,3,3,1,2,3,2,2,2,.425584779475999,26
1,4,3,4,3,1,2,1,3,2,.9425149105315,26
2,5,3,4,4,1,2,1,4,2,.301474557397609,26
2,5,3,4,4,1,3,1,4,2,.405080048493387,26
2,3,3,3,2,2,3,1,5,2,.499132624970567,26
2,5,3,4,3,5,3,1,3,2,3.00278655832762,26
2,5,3,5,4,2,3,3,1,2,.301474557397609,26
2,5,3,4,2,2,2,2,5,3,.699354193304359,26
2,5,3,3,2,5,3,2,5,5,.725837141003512,26
2,5,3,4,5,5,4,1,4,3,2.38632591724241,26
2,5,3,3,4,2,2,2,3,3,.472140285796894,26
2,5,3,2,2,5,3,5,2,2,3.00278655832762,26
2,4,3,1,1,1,1,1,1,1,.301474557397609,26
2,4,3,4,2,1,2,1,2,4,.4470456377485,26
2,6,2,4,2,2,2,2,3,4,.327865848260303,26
2,6,2,4,3,2,2,2,2,4,1.17997808092984,26
2,6,1,4,4,2,5,2,4,4,3.00278655832762,26
2,6,1,4,4,1,1,1,4,4,.320108667995319,26
1,5,4,3,3,2,2,3,3,3,.64582778593493,26
1,6,2,3,3,2,3,3,2,2,1.20786791356615,26
1,3,4,3,3,2,3,2,2,2,.430663616970992,26
1,3,4,2,3,1,3,2,3,1,1.03998365878485,26
1,3,4,2,3,2,4,2,3,1,.975740582694808,26
1,3,4,4,3,1,3,1,4,2,.410685957562238,26
1,3,4,3,5,2,3,2,2,2,.517640380141566,26
1,3,4,2,2,3,3,3,1,2,.430663616970992,26
1,3,4,2,2,3,1,2,1,2,.517640380141566,26
1,3,4,4,3,1,3,1,3,4,.721008146183471,26
1,3,4,2,3,3,4,3,2,2,.430663616970992,26
1,3,4,3,3,2,4,1,1,3,.430663616970992,26
1,3,4,2,2,2,4,2,1,2,.517640380141566,26
1,3,4,4,4,1,3,1,4,3,.517640380141566,26
1,3,4,4,3,5,3,1,4,2,.517640380141566,26
1,3,4,3,3,1,4,3,3,2,.517640380141566,26
1,3,4,3,2,3,3,3,3,2,2.8104773915514,26
1,3,4,4,2,5,5,5,1,2,.951509301933792,26
1,3,4,5,2,2,4,2,2,5,.430663616970992,26
1,3,4,2,2,2,4,3,1,2,.430663616970992,26
1,3,4,2,1,3,4,3,1,1,.865239925757958,26
1,3,4,3,3,2,3,1,2,1,.517640380141566,26
1,3,4,4,3,1,2,1,3,3,1.08086443761577,26
1,3,4,4,3,3,3,3,3,3,.430663616970992,26
1,3,4,4,3,4,3,3,4,4,1.03998365878485,26
1,4,3,4,3,3,4,2,3,2,1.05005021633378,26
1,4,4,3,2,5,3,2,2,2,.534309362141128,26
1,4,4,4,4,1,2,1,3,4,.890992197097682,26
2,5,3,3,3,2,4,2,3,2,.301474557397609,26
2,4,3,4,3,2,2,5,3,5,.301474557397609,26
2,4,3,4,3,2,5,1,3,4,2.82978739413048,26
1,4,3,2,2,3,4,2,1,1,.609132862764081,26
1,4,3,2,2,4,4,3,2,2,.329618428294588,26
1,5,4,3,2,1,4,1,2,2,.412744195231816,26
1,5,4,4,4,1,3,2,1,3,.303001839521044,26
2,4,3,4,5,5,5,5,5,4,.301474557397609,26
1,4,3,5,5,5,5,2,5,5,.400756343781931,26
1,4,3,2,2,3,3,2,2,2,1.85321423808647,26
2,4,3,3,3,1,3,2,4,4,1.26011565390672,26
2,4,3,3,2,2,3,2,2,5,.470776089188917,26
1,6,2,3,2,2,3,1,1,3,.625745191543088,26
1,6,2,3,5,1,5,1,2,5,1.58864689740966,26
1,6,2,3,3,5,3,3,3,4,1.18153238552142,26
1,4,3,4,4,1,1,1,3,4,.310030866959709,26
1,4,3,4,3,1,1,3,4,3,1.72729854921693,26
2,6,2,4,4,1,2,1,4,4,.6531680201429,26
2,6,2,4,2,2,3,2,4,4,2.27938479467006,26
2,6,2,4,4,1,1,3,4,4,.301474557397609,26
2,6,2,4,3,2,2,5,3,3,.983817315447554,26
1,6,2,3,5,5,5,2,3,3,1.11252559127788,26
1,6,2,3,2,3,4,3,2,3,.684596056234363,26
1,6,2,5,5,5,5,4,2,2,1.34037790688548,26
1,6,2,2,2,3,3,3,2,2,.385927725874273,26
1,6,2,4,4,1,4,3,4,2,.358877714622146,26
1,6,2,3,3,2,1,4,2,2,.303001839521044,26
1,6,2,4,4,1,5,1,3,3,.303001839521044,26
2,4,3,4,2,3,3,5,4,3,.304146191357954,26
1,5,4,2,2,3,4,3,1,2,.303001839521044,26
1,5,4,2,2,3,3,3,2,2,.673498501711654,26
1,6,2,4,5,2,2,4,2,2,.366129309439374,26
1,6,2,4,3,3,2,2,3,3,2.15254013463119,26
1,6,2,3,4,2,5,4,2,1,.409568249022881,26
1,6,2,3,2,3,3,2,2,2,.433610455842987,26
1,5,3,5,5,5,5,2,2,2,2.02128020125753,26
1,3,3,2,3,1,4,1,2,2,.43868006872673,26
1,3,3,3,5,3,3,2,2,3,.43868006872673,26
1,3,3,3,2,2,3,1,2,2,.972752543942769,26
2,4,2,4,3,1,4,1,5,2,.301474557397609,26
1,6,2,2,2,3,3,4,1,2,1.53901813927258,26
2,4,3,3,3,2,2,2,3,3,.415220284371416,26
2,5,3,3,4,2,3,3,3,3,.646991469052807,26
2,5,3,2,2,2,4,2,2,3,.450107962350506,26
2,4,4,4,5,5,4,2,2,3,1.38629884570353,26
2,5,3,4,4,1,3,1,2,3,.301474557397609,26
1,5,3,2,2,4,4,2,1,3,.938185593266264,26
1,5,3,2,2,3,3,5,2,2,.358021370557582,26
1,5,3,3,2,3,2,2,2,2,.641340020979401,26
1,5,3,4,3,2,3,3,3,3,.303001839521044,26
1,5,3,4,4,1,2,1,3,3,1.54873343198674,26
1,5,3,3,3,5,2,2,3,2,.430327315916993,26
1,5,3,3,4,1,2,2,3,3,.661556656097911,26
1,5,3,3,4,1,3,1,4,3,.791013336052416,26
1,5,3,3,2,2,3,2,3,2,.430327315916993,26
1,5,3,4,3,2,2,1,3,5,.990480133900124,26
1,5,3,3,4,5,5,5,4,5,.303001839521044,26
1,5,3,3,2,2,4,1,4,4,.32087248202718,26
1,5,3,5,2,3,3,3,1,2,.791013336052416,26
1,5,3,4,5,2,4,2,5,2,.430327315916993,26
1,5,3,2,2,3,3,3,1,1,.430327315916993,26
1,5,3,3,2,3,4,4,1,2,.990480133900124,26
1,6,2,4,2,1,2,3,3,3,.303001839521044,26
1,6,2,3,2,2,3,1,1,5,.303001839521044,26
1,6,2,4,3,1,5,1,3,2,1.85996448981935,26
1,6,2,4,3,5,2,2,5,2,.303001839521044,26
1,4,4,2,2,3,4,3,1,1,.749770404322713,26
2,4,2,3,2,2,3,3,3,2,.650356296275461,26
2,4,2,4,4,1,1,5,4,2,.301474557397609,26
2,4,2,5,5,1,5,1,5,5,1.9562684142882,26
2,4,2,4,2,1,1,2,4,3,.31463097172626,26
2,4,2,4,4,1,1,1,4,2,1.49041933871961,26
2,4,2,4,5,5,4,5,3,3,.335633209912633,26
2,4,2,4,4,1,2,5,3,3,1.08450726558995,26
2,4,2,4,3,2,3,1,2,3,3.00278655832762,26
2,4,2,3,4,1,4,3,3,3,.549233639899266,26
2,4,2,4,4,1,2,1,4,4,.31463097172626,26
2,4,2,3,3,3,3,3,3,4,.351959957468605,26
2,4,2,4,2,1,2,2,4,4,.31463097172626,26
2,4,2,4,3,2,2,1,4,3,3.00278655832762,26
2,4,2,4,4,1,4,1,3,4,.301474557397609,26
2,4,2,4,2,1,2,3,3,2,.746647879767042,26
2,4,2,3,3,2,4,2,2,2,.42304174069789,26
2,4,2,4,3,1,4,1,1,3,.301474557397609,26
2,4,2,3,5,2,2,2,2,4,.301474557397609,26
2,4,2,2,2,2,2,2,2,2,.301474557397609,26
1,5,4,4,4,1,2,2,4,4,3.00278655832762,26
1,6,2,3,4,2,2,2,2,3,3.00278655832762,26
1,6,2,4,4,1,1,1,5,4,.409575946048666,26
2,4,3,2,2,5,4,4,1,5,.752326964559432,26
1,4,2,3,2,2,4,3,1,1,.516996654821069,26
1,4,2,4,4,1,1,1,4,4,3.00278655832762,26
1,4,2,3,3,1,2,2,3,3,1.03869035973063,26
1,4,2,4,4,1,1,2,4,3,1.13910637239756,26
1,3,3,2,3,3,3,4,2,2,1.59560686024177,26
1,3,3,2,1,3,3,3,2,2,.303001839521044,26
1,5,4,3,3,2,3,2,3,3,.572497254970529,26
1,5,4,4,2,1,3,3,3,3,.303001839521044,26
1,6,2,3,2,5,2,2,2,3,.525183325277175,26
2,4,3,5,3,5,5,5,5,5,1.47804079436892,26
2,4,3,3,2,5,5,5,3,5,.319255122850494,26
2,4,3,4,4,1,3,1,4,3,1.0282855989925,26
2,4,3,4,4,1,3,2,4,3,.855533871266507,26
2,4,3,3,3,2,3,2,3,3,1.47804079436892,26
2,5,4,3,2,5,4,2,5,2,.301474557397609,26
2,5,4,2,1,3,4,2,1,2,.795947620153802,26
1,4,3,4,4,1,1,1,4,4,3.00278655832762,26
2,6,2,3,3,3,3,3,4,3,.817400920525847,26
2,6,2,3,2,1,1,2,2,3,.624271804003983,26
2,6,2,4,5,5,5,5,3,5,.301474557397609,26
1,6,2,2,3,3,2,2,3,3,.681770161327474,26
1,6,2,3,4,1,5,1,3,5,2.03659154467309,26
1,6,2,3,2,2,3,3,2,2,1.47961710474961,26
1,6,2,5,3,3,5,4,2,1,.303001839521044,26
1,6,2,3,2,5,2,2,3,2,.303001839521044,26
1,6,2,4,4,3,3,2,4,2,1.06160722705574,26
1,4,3,2,1,3,4,4,1,1,.915734412477016,26
2,4,3,4,4,1,3,1,3,2,.868279340348416,26
2,4,3,3,3,2,3,3,5,3,.552611018172096,26
1,4,3,3,3,5,3,5,2,1,1.66000623512298,26
1,4,3,3,2,2,4,2,3,1,.324160196426842,26
1,6,2,3,3,2,4,2,5,4,.954338647555343,26
1,6,2,3,5,2,5,2,3,3,.303001839521044,26
1,6,2,4,4,2,2,2,3,3,.89462093490219,26
1,6,2,3,4,1,3,2,4,5,.89462093490219,26
1,6,2,3,4,4,2,3,2,2,.944487177965322,26
2,6,2,4,3,1,2,1,5,2,3.00278655832762,26
2,5,3,4,3,1,3,2,3,3,.723498509415955,26
2,5,3,4,4,4,2,4,4,3,.465366456017522,26
2,5,3,4,2,2,3,1,2,2,.591263414060063,26
2,4,3,4,3,1,4,4,3,4,2.16423583762736,26
2,6,2,4,2,1,2,2,3,3,3.00278655832762,26
1,3,3,2,2,2,2,2,2,2,.476485931824702,26
1,3,3,2,2,3,3,2,2,1,1.42671713596035,26
1,6,2,4,5,5,1,1,3,5,3.00278655832762,26
1,6,2,2,4,3,4,4,1,1,.303001839521044,26
1,6,2,2,2,5,5,5,2,1,3.00278655832762,26
1,6,2,4,4,1,3,2,3,3,.303001839521044,26
1,6,2,4,4,1,4,1,4,1,.888361066861276,26
1,6,2,4,4,1,3,1,3,2,.303001839521044,26
2,4,3,4,3,1,3,1,4,3,.333806725740327,26
2,4,3,4,3,2,2,2,3,3,.546244762396843,26
2,4,3,4,4,3,1,1,3,4,.301474557397609,26
2,4,3,2,3,3,2,1,2,2,2.69999521429457,26
1,5,4,3,3,1,2,3,3,3,1.23868866251133,26
2,5,4,2,5,3,5,2,3,4,1.51316753381022,26
2,3,4,3,2,2,3,2,2,2,1.6563868890158,26
2,3,4,3,5,5,5,5,5,3,.382907666310468,26
1,5,4,2,2,4,4,4,1,1,.390301456119132,26
1,5,4,4,4,5,2,2,4,2,.309657695561511,26
1,5,4,2,2,3,4,3,1,2,.390301456119132,26
2,4,3,3,5,1,5,2,2,2,.301474557397609,26
1,4,3,4,4,1,4,3,4,4,.303001839521044,26
1,6,2,3,2,3,3,3,2,2,.390470938581795,26
1,6,2,4,4,5,5,2,4,3,.349057465856222,26
1,6,2,4,4,1,2,5,4,3,3.00278655832762,26
1,6,2,3,3,3,2,3,4,3,.349057465856222,26
1,4,4,4,2,2,2,1,2,2,2.10027471262881,26
2,5,4,3,2,4,4,2,2,5,.301474557397609,26
1,6,2,3,2,1,3,3,4,1,.303001839521044,26
1,6,2,4,4,1,2,1,3,4,.303001839521044,26
1,6,2,3,2,5,3,2,5,5,1.40545133389285,26
1,6,2,4,4,1,2,2,3,2,.819187252501044,26
2,5,4,4,5,2,2,2,3,3,3.00278655832762,26
1,6,2,3,2,4,3,2,2,1,.306145355364853,26
1,6,2,3,3,2,5,2,2,2,1.15644880147965,26
2,6,2,3,3,2,5,5,5,2,1.21382876418551,26
2,3,4,4,2,2,3,1,3,3,1.35671752652109,26
2,3,4,2,2,3,4,3,1,2,.757373393855576,26
2,3,4,3,2,2,3,3,2,2,.551457559711294,26
2,3,4,4,4,1,3,1,4,2,.376974242040099,26
2,3,4,3,2,2,3,2,2,3,.301474557397609,26
2,3,4,4,2,2,4,2,2,2,.453107906643433,26
2,3,4,4,3,1,2,1,5,5,1.2804265184379,26
2,3,4,1,2,3,3,3,1,2,.453107906643433,26
2,3,4,3,3,1,3,1,2,3,.376974242040099,26
2,3,4,3,2,2,3,2,3,2,.83288785900564,26
2,3,4,2,2,3,4,4,1,2,.376974242040099,26
2,3,4,2,3,2,3,3,2,2,.376974242040099,26
2,3,4,3,3,2,3,2,2,2,.301474557397609,26
2,3,4,3,2,3,3,3,2,3,.757373393855576,26
2,3,4,3,2,2,3,3,3,3,.301474557397609,26
2,3,4,3,3,2,3,1,2,3,.453107906643433,26
2,3,4,3,2,3,3,2,1,3,.453107906643433,26
2,3,4,4,3,1,1,3,2,4,.301474557397609,26
2,3,4,3,3,2,4,3,2,2,.453107906643433,26
2,4,3,4,4,1,1,1,4,2,.301474557397609,26
2,4,3,3,3,2,2,3,2,2,1.5040967222146,26
2,4,3,1,1,2,1,2,3,2,1.17059941061372,26
1,6,3,4,4,2,3,1,3,2,.423225704722378,26
2,4,3,4,3,1,3,2,3,1,.313720016306081,26
2,4,3,4,4,1,2,2,4,5,1.45073287051323,26
2,5,4,3,3,5,1,5,3,3,.34873587849076,26
2,5,4,4,2,2,5,1,2,3,.559335180164078,26
2,5,4,3,4,1,1,1,4,4,.301474557397609,26
2,5,4,2,2,3,3,3,2,2,.419830990660867,26
2,6,1,5,5,5,5,5,5,2,1.22380886511133,26
1,3,4,2,2,3,3,5,1,2,1.01786702238091,26
1,3,4,4,3,1,3,1,3,4,1.01786702238091,26
1,3,4,2,2,3,2,2,2,2,.553740327422969,26
1,5,4,3,4,2,4,2,2,2,1.40638018451016,26
1,6,2,4,3,3,3,3,3,2,.710191502244668,26
1,6,2,4,3,1,2,4,3,2,.910391932981441,26
1,6,2,4,4,1,2,4,4,4,.910391932981441,26
2,4,3,3,3,2,3,2,3,4,.487833978574571,26
2,4,3,3,3,2,3,2,3,2,.710367633555765,26
2,4,3,4,4,1,5,1,4,2,1.28376486989873,26
2,4,3,5,5,5,5,5,5,5,1.60748693135726,26
2,5,4,2,2,1,2,2,2,2,.301474557397609,26
1,4,4,2,2,4,4,3,1,2,.875456130761186,26
1,4,4,5,3,5,5,5,5,2,.530330341202192,26
1,4,3,3,3,2,2,2,3,2,1.07430257140083,26
2,6,2,4,4,1,1,2,4,3,1.78676869886884,26
2,6,2,4,4,2,2,2,4,2,.301474557397609,26
2,6,2,3,3,2,3,2,2,1,.457602473018412,26
2,4,3,3,2,2,2,2,2,3,.301474557397609,26
2,4,3,4,3,1,3,3,4,2,.601008438481538,26
2,4,3,3,2,5,3,5,2,2,.301474557397609,26
2,4,3,4,5,2,2,1,2,5,.601008438481538,26
2,4,3,4,5,2,2,1,5,2,.37537052347123,26
2,4,3,2,2,2,3,2,2,3,1.17672082019212,26
2,5,2,4,2,1,2,1,4,4,.301474557397609,26
2,5,2,3,2,3,3,3,3,3,.301474557397609,26
2,5,2,3,5,5,5,1,5,3,.304085576256815,26
2,5,2,3,5,5,5,5,5,3,.322004755412039,26
1,4,3,2,2,3,3,2,1,2,.871455294259111,26
1,6,2,4,4,2,2,2,4,3,3.00278655832762,26
1,6,2,3,3,1,1,3,3,3,.323636044336873,26
1,6,2,4,5,2,4,2,3,5,.418661662823378,26
1,6,2,4,3,1,1,2,3,3,.303001839521044,26
1,6,2,4,3,2,2,2,4,2,1.28961019563778,26
2,6,2,3,3,3,2,2,3,3,3.00278655832762,26
